NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_36	PSMA3	1796	0.9900434613227844	0.60903853	Yes	
row_37	CYBA	1805	0.9848044514656067	0.6184203	Yes	
row_38	PSMD1	1848	0.9630986452102661	0.6250374	Yes	
row_39	CD14	1868	0.9534891843795776	0.6332785	Yes	
row_40	PSMB10	1948	0.9217513203620911	0.6367073	Yes	
row_41	PSMC3	1983	0.9067454934120178	0.64335203	Yes	
row_42	PSMB6	2112	0.8549826741218567	0.64243674	No	
row_43	SEC22B	2368	0.7504753470420837	0.63095707	No	
row_44	TAP1	2403	0.7408280372619629	0.6359203	No	
row_45	CALR	2509	0.7055012583732605	0.6352115	No	
row_46	FCGR1A	2708	0.6431027054786682	0.6269098	No	
row_47	B2M	2747	0.6312828063964844	0.6304634	No	
row_48	PSMD8	2753	0.6297511458396912	0.63647145	No	
row_49	PSMD13	2804	0.61417555809021	0.6389536	No	
row_50	PSMC4	2974	0.5756432414054871	0.6321387	No	
row_51	UBB	3213	0.5212242603302002	0.61960804	No	
row_52	TAP2	3467	0.46070700883865356	0.6053414	No	
row_53	PSMD10	3556	0.44352179765701294	0.6032499	No	
row_54	CTSL	3569	0.44132375717163086	0.6068244	No	
row_55	PSMA1	3577	0.4398745894432068	0.6107584	No	
row_56	PSMB7	3675	0.42317435145378113	0.60778713	No	
row_57	PSMC1	3908	0.38088151812553406	0.5942832	No	
row_58	IKBKB	4452	0.29693275690078735	0.55665183	No	
row_59	PSMD5	4731	0.25629010796546936	0.5384424	No	
row_60	PSMC2	5053	0.21650977432727814	0.51661146	No	
row_61	HLA-B	5064	0.21478191018104553	0.5180397	No	
row_62	TIRAP	6330	0.07688269019126892	0.42414036	No	
row_63	HLA-F	6458	0.06524384021759033	0.4152963	No	
row_64	SEC61A1	6566	0.05633635073900223	0.40785885	No	
row_65	PSMD14	6581	0.05541105195879936	0.4073726	No	
row_66	HLA-E	6937	0.02770467847585678	0.3810835	No	
row_67	HLA-A	7081	0.016882123425602913	0.3705518	No	
row_68	SEC61B	7160	0.010659649036824703	0.36482194	No	
row_69	PSMB1	7167	0.009788529016077518	0.36447206	No	
row_70	PSMD7	7300	5.521205021068454E-4	0.35459816	No	
row_71	LNPEP	7383	-0.003785942681133747	0.34849927	No	
row_72	PSMD9	7390	-0.004192010033875704	0.34809268	No	
row_73	PDIA3	7543	-0.015628334134817123	0.3368747	No	
row_74	STX4	7607	-0.02132190577685833	0.33237556	No	
row_75	SEC61G	8178	-0.06836367398500443	0.2904069	No	
row_76	PSMD3	8198	-0.07105809450149536	0.289705	No	
row_77	PSMD6	8452	-0.09714777022600174	0.27175385	No	
row_78	MYD88	8538	-0.10463295876979828	0.26645243	No	
row_79	UBA52	8891	-0.14134588837623596	0.24153958	No	
row_80	MRC1	9629	-0.22948859632015228	0.1887048	No	
row_81	PSMD12	9895	-0.26707449555397034	0.17157763	No	
row_82	PSME3	9899	-0.2679205536842346	0.17406835	No	
row_83	PSMD2	9962	-0.276996910572052	0.1722352	No	
row_84	HMGB1	10212	-0.3197058141231537	0.15683894	No	
row_85	PSMF1	10328	-0.3387565314769745	0.15166494	No	
row_86	HLA-C	10405	-0.3545866310596466	0.1495703	No	
row_87	HLA-G	10440	-0.35905149579048157	0.1506644	No	
row_88	PSMC5	10540	-0.379539430141449	0.14710124	No	
row_89	PSMB2	10646	-0.40407299995422363	0.14333762	No	
row_90	PSMD11	11140	-0.5178859233856201	0.11168772	No	
row_91	RPS27A	11330	-0.5714782476425171	0.103333734	No	
row_92	UBC	11563	-0.6452515125274658	0.09250908	No	
row_93	SEC61A2	11825	-0.7517154812812805	0.0805929	No	
row_94	TAPBP	12240	-0.966614305973053	0.05940337	No	
row_95	HLA-H	12400	-1.0767102241516113	0.058415014	No	
row_96	PSME4	13183	-2.03476881980896	0.020507881	No	
