NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	Details ...	77	-0.66239554	-2.3708656	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	Details ...	77	-0.66239554	-2.3697376	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	Details ...	77	-0.66239554	-2.3646998	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	Details ...	77	-0.66239554	-2.3602898	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526	PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526	Details ...	77	-0.66239554	-2.358867	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	Details ...	77	-0.66239554	-2.3566914	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	Details ...	77	-0.66239554	-2.341803	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20240210%WP477%HOMO SAPIENS	CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20240210%WP477%HOMO SAPIENS	Details ...	83	-0.64875257	-2.341284	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
VIRAL MRNA TRANSLATION%REACTOME%R-HSA-192823.6	VIRAL MRNA TRANSLATION%REACTOME%R-HSA-192823.6	Details ...	86	-0.63521457	-2.3402815	0.0	0.0	0.0	3207	tags=60%, list=24%, signal=79%	
PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	Details ...	77	-0.66239554	-2.3327882	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874		77	-0.66239554	-2.3284833	0.0	0.0	0.0	3207	tags=66%, list=24%, signal=86%	
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934		79	-0.652527	-2.3165965	0.0	0.0	0.0	3207	tags=65%, list=24%, signal=84%	
CLASSICAL ANTIBODY-MEDIATED COMPLEMENT ACTIVATION%REACTOME DATABASE ID RELEASE 65%173623	CLASSICAL ANTIBODY-MEDIATED COMPLEMENT ACTIVATION%REACTOME DATABASE ID RELEASE 65%173623		61	-0.683348	-2.310273	0.0	0.0	0.0	3029	tags=70%, list=23%, signal=91%	
PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4	PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4		86	-0.6399071	-2.3051555	0.0	0.0	0.0	3207	tags=62%, list=24%, signal=80%	
EUKARYOTIC TRANSLATION ELONGATION%REACTOME DATABASE ID RELEASE 65%156842	EUKARYOTIC TRANSLATION ELONGATION%REACTOME DATABASE ID RELEASE 65%156842		90	-0.63440657	-2.301766	0.0	0.0	0.0	3207	tags=60%, list=24%, signal=78%	
SELENOCYSTEINE SYNTHESIS%REACTOME%R-HSA-2408557.4	SELENOCYSTEINE SYNTHESIS%REACTOME%R-HSA-2408557.4		89	-0.6249596	-2.29214	0.0	0.0	0.0	3207	tags=60%, list=24%, signal=78%	
EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.6	EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.6		90	-0.6268026	-2.288416	0.0	0.0	0.0	3207	tags=59%, list=24%, signal=77%	
CD22 MEDIATED BCR REGULATION%REACTOME%R-HSA-5690714.4	CD22 MEDIATED BCR REGULATION%REACTOME%R-HSA-5690714.4		60	-0.6556708	-2.2663434	0.0	0.0	0.0	3029	tags=72%, list=23%, signal=92%	
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3	FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3		98	-0.60562	-2.261768	0.0	3.4524208E-5	0.001	3207	tags=56%, list=24%, signal=73%	
HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.5	HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.5		21	-0.8254344	-2.2250738	0.0	6.6252825E-5	0.002	605	tags=38%, list=4%, signal=40%	
NONSENSE MEDIATED DECAY (NMD) INDEPENDENT OF THE EXON JUNCTION COMPLEX (EJC)%REACTOME%R-HSA-975956.2	NONSENSE MEDIATED DECAY (NMD) INDEPENDENT OF THE EXON JUNCTION COMPLEX (EJC)%REACTOME%R-HSA-975956.2		92	-0.6120132	-2.223004	0.0	6.411563E-5	0.002	3207	tags=59%, list=24%, signal=77%	
VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2	VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2		25	-0.781118	-2.207543	0.0	1.2361536E-4	0.004	1770	tags=68%, list=13%, signal=78%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB		149	-0.5452179	-2.1923609	0.0	2.0797193E-4	0.007	1385	tags=38%, list=10%, signal=42%	
PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY	PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY		22	-0.79142386	-2.1839354	0.0	2.8846844E-4	0.01	1606	tags=68%, list=12%, signal=77%	
CREATION OF C4 AND C2 ACTIVATORS%REACTOME DATABASE ID RELEASE 65%166786	CREATION OF C4 AND C2 ACTIVATORS%REACTOME DATABASE ID RELEASE 65%166786		62	-0.63363665	-2.1821961	0.0	2.8022646E-4	0.01	3029	tags=69%, list=23%, signal=89%	
RESPONSE OF EIF2AK4 (GCN2) TO AMINO ACID DEFICIENCY%REACTOME DATABASE ID RELEASE 65%9633012	RESPONSE OF EIF2AK4 (GCN2) TO AMINO ACID DEFICIENCY%REACTOME DATABASE ID RELEASE 65%9633012		97	-0.5812031	-2.1570334	0.0	4.6268266E-4	0.017	3258	tags=59%, list=24%, signal=77%	
SCAVENGING OF HEME FROM PLASMA%REACTOME DATABASE ID RELEASE 65%2168880	SCAVENGING OF HEME FROM PLASMA%REACTOME DATABASE ID RELEASE 65%2168880		62	-0.6231015	-2.1409252	0.0	5.8585586E-4	0.022	3029	tags=66%, list=23%, signal=85%	
ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME%R-HSA-2730905.4	ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME%R-HSA-2730905.4		65	-0.6181708	-2.1400218	0.0	5.704386E-4	0.022	3029	tags=68%, list=23%, signal=87%	
INITIAL TRIGGERING OF COMPLEMENT%REACTOME DATABASE ID RELEASE 65%166663	INITIAL TRIGGERING OF COMPLEMENT%REACTOME DATABASE ID RELEASE 65%166663		67	-0.6113039	-2.1372423	0.0	6.300047E-4	0.025	3029	tags=66%, list=23%, signal=84%	
SARS-COV-1 MODULATES HOST TRANSLATION MACHINERY%REACTOME DATABASE ID RELEASE 65%9735869	SARS-COV-1 MODULATES HOST TRANSLATION MACHINERY%REACTOME DATABASE ID RELEASE 65%9735869		36	-0.6865547	-2.1340494	0.0	6.8643474E-4	0.027	2791	tags=61%, list=21%, signal=77%	
NONSENSE-MEDIATED DECAY (NMD)%REACTOME DATABASE ID RELEASE 65%927802	NONSENSE-MEDIATED DECAY (NMD)%REACTOME DATABASE ID RELEASE 65%927802		112	-0.5583877	-2.1183126	0.0	9.320334E-4	0.038	3207	tags=54%, list=24%, signal=70%	
CIRCADIAN RHYTHM GENES%WIKIPATHWAYS_20240210%WP3594%HOMO SAPIENS	CIRCADIAN RHYTHM GENES%WIKIPATHWAYS_20240210%WP3594%HOMO SAPIENS		105	-0.5632629	-2.1171906	0.0	9.333551E-4	0.039	2692	tags=44%, list=20%, signal=54%	
NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 65%975957	NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 65%975957		112	-0.5583877	-2.117004	0.0	9.116492E-4	0.039	3207	tags=54%, list=24%, signal=70%	
REGULATION OF TP53 ACTIVITY THROUGH ACETYLATION%REACTOME%R-HSA-6804758.5	REGULATION OF TP53 ACTIVITY THROUGH ACETYLATION%REACTOME%R-HSA-6804758.5		29	-0.705805	-2.1071503	0.0	0.0010467772	0.046	1698	tags=41%, list=13%, signal=47%	
L13A-MEDIATED TRANSLATIONAL SILENCING OF CERULOPLASMIN EXPRESSION%REACTOME DATABASE ID RELEASE 65%156827	L13A-MEDIATED TRANSLATIONAL SILENCING OF CERULOPLASMIN EXPRESSION%REACTOME DATABASE ID RELEASE 65%156827		108	-0.55665207	-2.1025882	0.0	0.0011770381	0.052	3207	tags=54%, list=24%, signal=70%	
CALCINEURIN-REGULATED NFAT-DEPENDENT TRANSCRIPTION IN LYMPHOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CALCINEURIN-REGULATED NFAT-DEPENDENT TRANSCRIPTION IN LYMPHOCYTES	CALCINEURIN-REGULATED NFAT-DEPENDENT TRANSCRIPTION IN LYMPHOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CALCINEURIN-REGULATED NFAT-DEPENDENT TRANSCRIPTION IN LYMPHOCYTES		39	-0.6665873	-2.0929928	0.0	0.0014716911	0.064	1636	tags=49%, list=12%, signal=55%	
GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME DATABASE ID RELEASE 65%72706	GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME DATABASE ID RELEASE 65%72706		109	-0.55310655	-2.0830026	0.0	0.0017128757	0.076	3233	tags=54%, list=24%, signal=71%	
PID_NFAT_TFPATHWAY%MSIGDB_C2%PID_NFAT_TFPATHWAY	PID_NFAT_TFPATHWAY%MSIGDB_C2%PID_NFAT_TFPATHWAY		32	-0.6866585	-2.04655	0.0	0.0032341243	0.147	1480	tags=47%, list=11%, signal=53%	
CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 65%4839726	CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 65%4839726		187	-0.50770456	-2.0368702	0.0	0.003588886	0.165	1888	tags=33%, list=14%, signal=37%	
CHROMATIN MODIFYING ENZYMES%REACTOME DATABASE ID RELEASE 65%3247509	CHROMATIN MODIFYING ENZYMES%REACTOME DATABASE ID RELEASE 65%3247509		187	-0.50770456	-2.0287573	0.0	0.0040841335	0.185	1888	tags=33%, list=14%, signal=37%	
FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME%R-HSA-201722.6	FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME%R-HSA-201722.6		28	-0.6749626	-2.0267668	0.0	0.004119377	0.189	1676	tags=50%, list=12%, signal=57%	
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 65%983695	ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 65%983695		84	-0.55802387	-2.0262835	0.0	0.0040401584	0.189	2616	tags=58%, list=19%, signal=72%	
EUKARYOTIC TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 65%72613	EUKARYOTIC TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 65%72613		116	-0.52480644	-2.0261784	0.0	0.003963929	0.189	3233	tags=52%, list=24%, signal=67%	
CAP-DEPENDENT TRANSLATION INITIATION%REACTOME%R-HSA-72737.4	CAP-DEPENDENT TRANSLATION INITIATION%REACTOME%R-HSA-72737.4		116	-0.52480644	-2.011715	0.0	0.005062151	0.239	3233	tags=52%, list=24%, signal=67%	
RIBOSOME ASSEMBLY%GOBP%GO:0042255	RIBOSOME ASSEMBLY%GOBP%GO:0042255		42	-0.6096946	-2.0000916	0.0	0.005882958	0.275	1904	tags=26%, list=14%, signal=30%	
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME DATABASE ID RELEASE 65%72695	FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME DATABASE ID RELEASE 65%72695		51	-0.6023854	-1.9719896	0.0	0.008706855	0.4	2390	tags=43%, list=18%, signal=52%	
FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.3	FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.3		79	-0.5437035	-1.9708259	0.0	0.008709183	0.406	3094	tags=65%, list=23%, signal=83%	
CIRCADIAN RHYTHM%GOBP%GO:0007623	CIRCADIAN RHYTHM%GOBP%GO:0007623		75	-0.5564822	-1.9656292	0.0	0.0091808345	0.431	2323	tags=43%, list=17%, signal=51%	
ROLE OF PHOSPHOLIPIDS IN PHAGOCYTOSIS%REACTOME DATABASE ID RELEASE 65%2029485	ROLE OF PHOSPHOLIPIDS IN PHAGOCYTOSIS%REACTOME DATABASE ID RELEASE 65%2029485		79	-0.54370546	-1.9555124	0.0	0.01042687	0.476	2616	tags=57%, list=19%, signal=70%	
REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900151	REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900151		20	-0.7289088	-1.9526713	0.0	0.010545826	0.483	1129	tags=45%, list=8%, signal=49%	
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.4	TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.4		58	-0.5618485	-1.9370393	0.0	0.013083764	0.568	2390	tags=41%, list=18%, signal=50%	
SARS-COV-2 MODULATES HOST TRANSLATION MACHINERY%REACTOME%R-HSA-9754678.3	SARS-COV-2 MODULATES HOST TRANSLATION MACHINERY%REACTOME%R-HSA-9754678.3		49	-0.5733386	-1.9128942	0.0	0.017332206	0.674	3073	tags=51%, list=23%, signal=66%	
T CELL COSTIMULATION%GOBP%GO:0031295	T CELL COSTIMULATION%GOBP%GO:0031295		33	-0.62852645	-1.9108851	0.0	0.017509447	0.68	1873	tags=48%, list=14%, signal=56%	
INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.5	INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.5		129	-0.49404067	-1.909368	0.0	0.017482566	0.685	3207	tags=49%, list=24%, signal=64%	
LYMPHOCYTE COSTIMULATION%GOBP%GO:0031294	LYMPHOCYTE COSTIMULATION%GOBP%GO:0031294		34	-0.62155086	-1.9057409	0.0	0.01801675	0.701	1873	tags=47%, list=14%, signal=55%	
RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME DATABASE ID RELEASE 65%72702	RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME DATABASE ID RELEASE 65%72702		58	-0.55708796	-1.9030278	0.0	0.018380769	0.708	2390	tags=41%, list=18%, signal=50%	
RHYTHMIC PROCESS%GOBP%GO:0048511	RHYTHMIC PROCESS%GOBP%GO:0048511		85	-0.5320898	-1.9026004	0.0	0.018194888	0.71	2323	tags=40%, list=17%, signal=48%	
3'-UTR-MEDIATED MRNA DESTABILIZATION%GOBP%GO:0061158	3'-UTR-MEDIATED MRNA DESTABILIZATION%GOBP%GO:0061158		15	-0.7433236	-1.8996559	0.0	0.018710682	0.718	810	tags=40%, list=6%, signal=43%	
CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002294	CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002294		23	-0.6645873	-1.8813622	0.0	0.023070036	0.79	1563	tags=39%, list=12%, signal=44%	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%R-HSA-1799339.4	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%R-HSA-1799339.4		108	-0.5070891	-1.8795271	0.0	0.02354259	0.805	3207	tags=52%, list=24%, signal=68%	
ALPHA-BETA T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002293	ALPHA-BETA T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002293		24	-0.6573247	-1.8744731	0.0	0.024943838	0.823	1563	tags=38%, list=12%, signal=42%	
REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000736	REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000736		47	-0.5574915	-1.8707455	0.0033898305	0.025787422	0.835	2402	tags=49%, list=18%, signal=59%	
CIRCADIAN REGULATION OF GENE EXPRESSION%GOBP%GO:0032922	CIRCADIAN REGULATION OF GENE EXPRESSION%GOBP%GO:0032922		52	-0.565901	-1.8675911	0.0	0.02666208	0.849	2666	tags=50%, list=20%, signal=62%	
MODULATION BY HOST OF VIRAL GENOME REPLICATION%GOBP%GO:0044827	MODULATION BY HOST OF VIRAL GENOME REPLICATION%GOBP%GO:0044827		19	-0.7006708	-1.8579009	0.0054054055	0.029404432	0.88	550	tags=21%, list=4%, signal=22%	
POSITIVE REGULATION BY HOST OF VIRAL TRANSCRIPTION%GOBP%GO:0043923	POSITIVE REGULATION BY HOST OF VIRAL TRANSCRIPTION%GOBP%GO:0043923		16	-0.7269495	-1.8521936	0.0057471264	0.030980648	0.899	2606	tags=75%, list=19%, signal=93%	
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 65%72662	ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 65%72662		59	-0.5442675	-1.8412523	0.0	0.034726303	0.929	2390	tags=41%, list=18%, signal=49%	
T-HELPER CELL DIFFERENTIATION%GOBP%GO:0042093	T-HELPER CELL DIFFERENTIATION%GOBP%GO:0042093		23	-0.6645873	-1.8375146	0.0027027028	0.035823446	0.935	1563	tags=39%, list=12%, signal=44%	
EMBRYONIC LIMB MORPHOGENESIS%GOBP%GO:0030326	EMBRYONIC LIMB MORPHOGENESIS%GOBP%GO:0030326		21	-0.6534821	-1.8365064	0.0057471264	0.03573085	0.938	1553	tags=33%, list=12%, signal=38%	
CYTOPLASMIC TRANSLATION%GOBP%GO:0002181	CYTOPLASMIC TRANSLATION%GOBP%GO:0002181		121	-0.47678027	-1.8188181	0.0	0.043303892	0.965	3207	tags=50%, list=24%, signal=65%	
ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME%R-HSA-427389.3	ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME%R-HSA-427389.3		16	-0.71053076	-1.8171749	0.0	0.04361141	0.968	1698	tags=50%, list=13%, signal=57%	
ALPHA-BETA T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002287	ALPHA-BETA T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002287		24	-0.6573247	-1.8108866	0.008241759	0.04640451	0.974	1563	tags=38%, list=12%, signal=42%	
SELENOAMINO ACID METABOLISM%REACTOME%R-HSA-2408522.6	SELENOAMINO ACID METABOLISM%REACTOME%R-HSA-2408522.6		100	-0.4819491	-1.8098383	0.0	0.04633214	0.976	3207	tags=53%, list=24%, signal=69%	
FCGR ACTIVATION%REACTOME DATABASE ID RELEASE 65%2029481	FCGR ACTIVATION%REACTOME DATABASE ID RELEASE 65%2029481		67	-0.52508575	-1.8031751	0.0	0.048977245	0.982	2616	tags=61%, list=19%, signal=76%	
BIOCARTA_CTLA4_PATHWAY%MSIGDB_C2%BIOCARTA_CTLA4_PATHWAY	BIOCARTA_CTLA4_PATHWAY%MSIGDB_C2%BIOCARTA_CTLA4_PATHWAY		16	-0.70676285	-1.8005636	0.0	0.049824823	0.984	1873	tags=50%, list=14%, signal=58%	
IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064	IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064		91	-0.48618343	-1.79552	0.0	0.052041516	0.989	2097	tags=42%, list=16%, signal=49%	
B CELL MEDIATED IMMUNITY%GOBP%GO:0019724	B CELL MEDIATED IMMUNITY%GOBP%GO:0019724		94	-0.47699258	-1.7842902	0.0	0.05740186	0.996	2097	tags=40%, list=16%, signal=48%	
PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY	PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY		43	-0.55442524	-1.7813432	0.0	0.05813217	0.997	2457	tags=44%, list=18%, signal=54%	
EMBRYONIC APPENDAGE MORPHOGENESIS%GOBP%GO:0035113	EMBRYONIC APPENDAGE MORPHOGENESIS%GOBP%GO:0035113		21	-0.6534821	-1.7804956	0.008982036	0.05796166	0.997	1553	tags=33%, list=12%, signal=38%	
TP53 REGULATES TRANSCRIPTION OF ADDITIONAL CELL CYCLE GENES WHOSE EXACT ROLE IN THE P53 PATHWAY REMAIN UNCERTAIN%REACTOME%R-HSA-6804115.2	TP53 REGULATES TRANSCRIPTION OF ADDITIONAL CELL CYCLE GENES WHOSE EXACT ROLE IN THE P53 PATHWAY REMAIN UNCERTAIN%REACTOME%R-HSA-6804115.2		19	-0.6609764	-1.7772946	0.0025906735	0.059080757	0.999	3083	tags=53%, list=23%, signal=68%	
PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY	PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY		24	-0.6208386	-1.7721446	0.008241759	0.061718047	1.0	2961	tags=42%, list=22%, signal=53%	
SIGNALING BY ALK%REACTOME%R-HSA-201556.4	SIGNALING BY ALK%REACTOME%R-HSA-201556.4		22	-0.63145244	-1.7596443	0.005235602	0.06966204	1.0	1593	tags=36%, list=12%, signal=41%	
BIOCARTA_VEGF_PATHWAY%MSIGDB_C2%BIOCARTA_VEGF_PATHWAY	BIOCARTA_VEGF_PATHWAY%MSIGDB_C2%BIOCARTA_VEGF_PATHWAY		19	-0.67384547	-1.7530526	0.0	0.07380831	1.0	900	tags=26%, list=7%, signal=28%	
REGULATION OF STEM CELL POPULATION MAINTENANCE%GOBP%GO:2000036	REGULATION OF STEM CELL POPULATION MAINTENANCE%GOBP%GO:2000036		50	-0.52880406	-1.7501932	0.0033333334	0.07503436	1.0	2716	tags=38%, list=20%, signal=47%	
